twitter_id,date,tweet
1506662775698907147,2022-03-23 16:02:52+00:00,"b'Sources: Jets and Dolphins both now have trades in place for the soon-to-be former Chiefs\xe2\x80\x99 WR Tyreek Hill. The question now becomes where Hill wants to become the highest-paid WR in NFL history. Once he decides, the trade is expected to happen; for now, Hill is said to be \xe2\x80\x9ctorn.\xe2\x80\x9d'"
1506660753545342979,2022-03-23 15:54:50+00:00,b'RT @stefondiggs: The hell going on\xe2\x80\xa6'
1506655412552093698,2022-03-23 15:33:37+00:00,"b'Tyreek Hill is one of four players since 1970 with at least six TD catches in each of his first six NFL seasons, per ESPN\xe2\x80\x99s @EpKap. The others are Randy Moss, Larry Fitzgerald and Marvin Harrison.'"
1506653187171835911,2022-03-23 15:24:46+00:00,"b'Multiple teams were approached about a potential Tyreek Hill trade, but the Jets and Dolphins emerged in recent days as the two finalists, per sources. Hill is now likely to wind up as a Jet or Dolphin.'"
1506651097301233664,2022-03-23 15:16:28+00:00,"b'If and when the Chiefs trade Tyreek Hill, KC\xe2\x80\x99s wide receivers would include JuJu Smith-Schuster, Mecole Hardman, Josh Gordon, Justin Watson, Cornell Powell, Dieter Gehrig and Corey Coleman.\n\nThe team still would expected to add wide receivers in free agency and the draft.'"
1506650715866939393,2022-03-23 15:14:57+00:00,"b'Dolphins\xe2\x80\x99 assistant GM Marvin Allen was the Chiefs\xe2\x80\x99 Director of College Scouting  for five years, from 2013-17, when Kansas City drafted Tyreek Hill.'"
1506650502033031169,2022-03-23 15:14:06+00:00,"b'Jets and Dolphins are the two teams now vying for Tyreek Hill, who is expected to receive a massive contract extension from the team that trades for him, per sources. https://t.co/3R1OzqUEfV'"
1506650156623704064,2022-03-23 15:12:44+00:00,"b'Jets and Dolphins are in serious talks to trade for Chiefs\xe2\x80\x99 WR Tyreek Hill, per league sources. Hill and Chiefs are mulling what to do but Hill\xe2\x80\x99s time in KC looks like it could be coming to an end.'"
1506612162466361344,2022-03-23 12:41:45+00:00,"b'RT @M_Ryan02: Thank you, Atlanta. \n\n- Matt, Sarah, Marshall and Johnny https://t.co/hl0sE1o7A8'"
1506609301082759169,2022-03-23 12:30:23+00:00,"b'Former Bears\xe2\x80\x99 free-agent safety Deon Bush is signing with the Chiefs on a one-year deal, per his agents @DrewJRosenhaus and @NFLrecord.'"
1506419769645297665,2022-03-22 23:57:15+00:00,b'RT @FieldYates: The offensive additions in Miami so far this offseason:\nLT Terron Armstead \nLG Connor Williams\nWR Cedrick Wilson\nRB Chase E\xe2\x80\xa6'
1506415671546101765,2022-03-22 23:40:58+00:00,"b'Dolphins giving OT Terrron Armstead a five-year deal worth up $87.5 million, including $43.37 million guaranteed, source tells ESPN.'"
1506415244595314688,2022-03-22 23:39:16+00:00,b'The player many ranked as the No. 1 free agent this off-season is now off the board and protecting Tua Tagovailoa. https://t.co/GMvFbROmbz'
1506414079514193921,2022-03-22 23:34:39+00:00,"b'Former Saints\xe2\x80\x99 OT Terron Armstead reached agreement on a five-year deal with the Miami Dolphins, source tells ESPN.'"
1506396151720943623,2022-03-22 22:23:24+00:00,"b'Former Chiefs\xe2\x80\x99 WR Demarcus Robinson is signing a one-year deal with the Las Vegas Raiders, per @KatzBrosSports.'"
1506328753269616648,2022-03-22 17:55:35+00:00,"b'Here is the deal for Za\xe2\x80\x99Darius Smith in Minnesota: 3 years, base value of $42 million, worth up to $47 million with incentives. https://t.co/JAQ9T4EHzb'"
1506309006192746504,2022-03-22 16:37:07+00:00,b'RT @Colts: Ready 2\xef\xb8\x8f\xe2\x83\xa3 work. https://t.co/zVYwcaHCsq'
1506269513783947267,2022-03-22 14:00:11+00:00,"b'Chiefs\xe2\x80\x99 free-agent WR Demarcus Robinson is meeting with the Las Vegas Raiders, per source.'"
1506269109692121090,2022-03-22 13:58:35+00:00,"b'A unique one: Bengals now waiving OL Fred Johnson, per source. Johnson recently signed his restricted free agent tender, but after signing OT La\xe2\x80\x99el Collins, the Bengals have decided to waive Johnson, who can be claimed on waivers. So teams and players can, and do, change minds. https://t.co/BHOA9Gd8zp'"
1506268761027923971,2022-03-22 13:57:12+00:00,"b'Former Browns\xe2\x80\x99 CEO @JoeBanner13 believes Deshaun Watson\xe2\x80\x99s fully-guaranteed, $230 million contract will change the way NFL contracts are done from now on.\n\n\xf0\x9f\x8e\xa7: https://t.co/eSSQrHpWOI https://t.co/F2azm7s3Nb'"
1506257343218126856,2022-03-22 13:11:50+00:00,"b'The John Clayton Memorial Fund was established this week to benefit the Multiple Sclerosis Society, a MS research organization supported by Clayton, as well as his wife, Pat. Any and all donations in his memory are welcome.\n\nhttps://t.co/KRvliIaRPr'"
1506256038063919108,2022-03-22 13:06:39+00:00,"b'More on RB Leonard Fournette returning to the Buccaneers on a three-year, $21 million deal, including $9 million guaranteed.\n\nhttps://t.co/MEYt8DYgBx'"
1506246924130783232,2022-03-22 12:30:26+00:00,"b'Running back Leonard Fournette, who spent Monday visiting with the New England Patriots, is re-signing with the Tampa Bay Buccaneers on a three-year deal, per sources.'"
1506233539184013314,2022-03-22 11:37:14+00:00,"b'Saints\xe2\x80\x99 QB Jameis Winston, who tore his ACL on Halloween and reached agreement yesterday on a two-year deal with New Orleans, is expected to be ready for training camp this summer \xe2\x80\x9cif everything continues to go smoothly with his rehab\xe2\x80\x9d, per league source.'"
1506074153610268680,2022-03-22 01:03:54+00:00,"b""QB prospect Kenny Pickett\xe2\x80\x99s much-discussed hand size increased by \xe2\x85\x9b inch from his official NFL scouting combine measurement, checking in at 8\xe2\x85\x9d inches at Pitt's pro day Monday.\n\nhttps://t.co/qkjz3lxlWC"""
1506072000418222080,2022-03-22 00:55:21+00:00,"b'RT @Seahawks: The Seahawks have donated $12,000 to the John Clayton Memorial Fund.'"
1506046618205892614,2022-03-21 23:14:29+00:00,"b'Former Browns\xe2\x80\x99 CEO Joe Banner believes Deshaun Watson\xe2\x80\x99s fully-guaranteed, $230 million contract will change the NFL for years to come:\n\n\xf0\x9f\x8e\xa7 https://t.co/aPWbrUCmeP'"
1506043855971528727,2022-03-21 23:03:30+00:00,b'RT @MySportsUpdate: End of an era. What a run with these two together. \xf0\x9f\x90\x90 \xf0\x9f\x90\x90'
1506040207812014083,2022-03-21 22:49:01+00:00,"b'RT @JosinaAnderson: WR Jamison Crowder signing a one year deal with Bills, per league source.'"
1506037410915885056,2022-03-21 22:37:54+00:00,"b'Compensation update: Falcons are giving former Raiders\xe2\x80\x99 QB Marcus Mariota a two-year, $18.75 million contract, per source.'"
1506032811253420037,2022-03-21 22:19:37+00:00,b'This now includes an additional 2022 4th-round pick that was not included in the initial trade agreement between the  Browns and Texans. https://t.co/pw8LHmRVIL'
1506029005601918986,2022-03-21 22:04:30+00:00,"b'As it turns out, the compensation on the blockbuster trade has changed: Browns now are giving up six draft picks for Deshaun Watson; also instead of giving up a 2024 5th-round pick, it\xe2\x80\x99s now a 2024 6th-round pick, per today\xe2\x80\x99s wire. https://t.co/Y98WFPmYeE'"
1506026842494541838,2022-03-21 21:55:54+00:00,"b'RT @Schultz_Report: Breaking: FA S Jayron Kearse is re-signing with the #Cowboys, per source.\n\nKearse, 28, comes off his best season yet --\xe2\x80\xa6'"
1506026256172781577,2022-03-21 21:53:34+00:00,"b'RT @JFowlerESPN: Safety Jayron Kearse re-signing with Cowboys at two years, $10 million, per source. Can make up to $11 million.'"
1505998299609845771,2022-03-21 20:02:29+00:00,b'Trade now official: Falcons have traded QB Matt Ryan to the Colts for a 2022 third-round pick.'
1505992609189220362,2022-03-21 19:39:52+00:00,"b'Falcons announced they have agreed to terms on a two-year contract with QB Marcus Mariota, who reunites with HC Arthur Smith.'"
1505990179827425281,2022-03-21 19:30:13+00:00,"b'Eagles reached agreement on a one-year agreement with former Colts\xe2\x80\x99 WR Zach Pascal, per source. Pascal now reunites with Eagles\xe2\x80\x99 HC Nick Sirianni.'"
1505987264190599177,2022-03-21 19:18:38+00:00,b'And so it continues for the Colts\xe2\x80\xa6. https://t.co/T4Js5Vu8q2'
1505985681746763779,2022-03-21 19:12:21+00:00,"b'Since the start of the 2016 season, Matt Ryan leads the NFL in passing yards (26,978) and he\xe2\x80\x99s 5th in touchdown passes (165), per @EpKap.'"
1505975262692970504,2022-03-21 18:30:56+00:00,"b'RT @JFowlerESPN: Jameis Winston and the Saints are closing in on a two-year deal for the quarterback to remain in New Orleans, per source.\xe2\x80\xa6'"
1505970893809496064,2022-03-21 18:13:35+00:00,"b'In other news\xe2\x80\xa6Former Rams\xe2\x80\x99 and Lions\xe2\x80\x99 kicker Ryan Santoso is signing with the Jaguars, per @seanstellato.'"
1505968701941723142,2022-03-21 18:04:52+00:00,b'More on Matt Ryan being traded to the Indianapolis Colts:\n\nhttps://t.co/jsbRUaRCR7'
1505967894462615559,2022-03-21 18:01:40+00:00,b'RT @MySportsUpdate: Tom Brady is now the longest-tenured starting QB in the NFC South.'
1505966955928432646,2022-03-21 17:57:56+00:00,b'Resetting before rising up\xe2\x80\xa6. https://t.co/W0cm9cP92k'
1505965453881094144,2022-03-21 17:51:58+00:00,"b'Now Atlanta is left with holes at wide receiver, offensive line and, of course, quarterback.'"
1505965258673958918,2022-03-21 17:51:11+00:00,"b""Matt Ryan never asked the Falcons for a new contract -- that was not a part of the equation, per sources. He just felt like the time had come to move on from Atlanta. Ryan signed off on a trade to Indianapolis because he felt like the Colts have a roster that's built to win now."""
1505963836079284226,2022-03-21 17:45:32+00:00,"b'Compensation: a 2022 third-round pick, per sources. Deal officially agreed to. https://t.co/8B2PxPHAmu'"
1505963586908303362,2022-03-21 17:44:33+00:00,"b'Falcons are trading QB Matt Ryan to the Indianapolis Colts, sources tell @diannaESPN, @mortreport and me.'"
1505952094028808195,2022-03-21 16:58:53+00:00,"b'A potential J.D McKissic replacement has arrived in Buffalo: veteran RB Duke Johnson is signing a one-year deal with the Bills, per his agents @DrewJRosenhaus and @NFLrecord.'"
1505941960275734529,2022-03-21 16:18:37+00:00,"b'RT @JFowlerESPN: The Ravens have agreed in principle on a three-year deal with Pro Bowl fullback Patrick Ricard, per source.'"
1505932308829900801,2022-03-21 15:40:15+00:00,"b'RT @JFowlerESPN: Veteran running back Matt Breida has signed with the New York Giants, per source. New York gets a speedster in the backfie\xe2\x80\xa6'"
1505915021464940554,2022-03-21 14:31:34+00:00,"b'Titans\xe2\x80\x99 free-agent linebacker Rashaan Evans is visiting the Jaguars tonight, per source.'"
1505896757200363526,2022-03-21 13:18:59+00:00,"b'Bengals gave former Cowboys\xe2\x80\x99 OT La\xe2\x80\x99el Collins a three-year, $30 million deal that, in reality, is more of a two-year, $20 million deal worth up to $22 millon, per sources. The third year was added to help prorate the deal and spread out Cincinnati\xe2\x80\x99s cap charge.'"
1505885945937207299,2022-03-21 12:36:02+00:00,"b'Patriots\xe2\x80\x99 free-agent OT Trent Brown agreed this morning to a two-year deal to return to New England per his agents, @DrewJRosenhaus and @JasonRosenhaus.'"
1505880274957131783,2022-03-21 12:13:30+00:00,b'New England likes to sit back and wait for free-agent bargains. https://t.co/pqDZFPlCwg'
1505870387900518401,2022-03-21 11:34:12+00:00,"b'RT @FieldYates: A busy week ahead for the NFL draft process, as 4 of the top QBs have their Pro Day: \n\nMonday: Kenny Pickett, Pitt\nTuesday:\xe2\x80\xa6'"
1505692907948412929,2022-03-20 23:48:58+00:00,b'Panthers announced a one-year deal with former Raiders\xe2\x80\x99 LB Cory Littleton.'
1505684648835305474,2022-03-20 23:16:09+00:00,"b""More about the Bengals signing former Cowboys\xe2\x80\x99 OT La'el Collins to a 3-year deal:\n\nhttps://t.co/2hm4uMDVzW"""
1505673301003325444,2022-03-20 22:31:03+00:00,"b'Former Seahawks\xe2\x80\x99 TE Gerald Everett is returning to LA, only this time with the Chargers, per his agency @_SportsTrust.'"
1505645635755782148,2022-03-20 20:41:07+00:00,"b'Bengals now have added OL La\xe2\x80\x99el Collins, Ted Karras and Alex Cappa during free agency to help protect QB Joe Burrow. https://t.co/gZHx5SotVu'"
1505644478383726600,2022-03-20 20:36:31+00:00,"b'Former Cowboys\xe2\x80\x99 OT La\xe2\x80\x99el Collins is finalizing a deal with the Cincinnati Bengals, per source.'"
1505572154087297024,2022-03-20 15:49:08+00:00,b'RT @Browns: https://t.co/1EWi3Hj5Rq'
1505540815535415299,2022-03-20 13:44:36+00:00,b'RT @mortreport: This is a perfect tribute.'
1505482101570908160,2022-03-20 09:51:18+00:00,"b'RT @BuckyBrooks: I know the #NFL is a cold business but watching the lack of concern or empathy from the scouts, coaches  and observers fol\xe2\x80\xa6'"
1505352718671622146,2022-03-20 01:17:10+00:00,b'More on the Browns signing veteran free-agent QB Jacoby Brissett to a 1-year deal to back up Deshaun Watson - and start if needed:\n\nhttps://t.co/oKcYFEhXlV'
1505334743243624448,2022-03-20 00:05:45+00:00,b'Michigan HC Juwan Howard embracing Tennessee\xe2\x80\x99s Kennedy Chandler: https://t.co/e6r7BoT3RG'
1505327197845872642,2022-03-19 23:35:46+00:00,"b'Compensation update: Titans are trading a 2023 sixth-round pick to the Rams for Robert Woods, per source. https://t.co/d3OHzPchnr'"
1505326045255413766,2022-03-19 23:31:11+00:00,"b'RT @diannaESPN: Trade! The LA Rams have traded WR Robert Woods to the Tennessee Titans, per sources.'"
1505321671502307332,2022-03-19 23:13:48+00:00,b'More about the Rams locking up QB Matthew Stafford with a $160 million contract extension:\n\nhttps://t.co/MPZeohPO6R'
1505278757543817218,2022-03-19 20:23:17+00:00,b'Matthew Stafford is now tied to Los Angeles for the next five years at $183 million.'
1505278059745845251,2022-03-19 20:20:30+00:00,"b'One day after trading for Deshaun Watson, the Browns now are expected to sign QB Jacoby Brissett to a one-year deal to be Watson\xe2\x80\x99s backup, per sources.\n\nCleveland adding two QBs in two days.'"
1505277442583322627,2022-03-19 20:18:03+00:00,b'Matthew Stafford\xe2\x80\x99s new deal is expected to help the Rams to sign other free agents and help keep the Super-Bowl team together.'
1505277073677561856,2022-03-19 20:16:35+00:00,"b'Rams and Matthew Stafford finalized a four-year, $160 million extension that includes $135 million guaranteed that should allow the veteran QB to finish his career in Los Angeles, sources tell ESPN.'"
1505274776109072393,2022-03-19 20:07:27+00:00,"b'Packers are giving CB Rasul Douglas a three-year, $21 million deal worth up to $25.5 million, per source.'"
1505273426050756610,2022-03-19 20:02:06+00:00,b'RT @FieldYates: The Steelers have added to their GM Interview list with three former NFL GMs:\n\nJerry Reese (Giants)\nRick Spielman (Vikings)\xe2\x80\xa6'
1505225909338574851,2022-03-19 16:53:17+00:00,"b'RT @FieldYates: The Raiders have signed QB Garrett Gilbert, per his agency @SteinbergSports.\n\nGilbert spent much of the 2021 regular season\xe2\x80\xa6'"
1505195758122946563,2022-03-19 14:53:28+00:00,"b'DT Fletcher Cox officially has reached agreement with the Eagles to return to Philadelphia on a one-year deal, per source.'"
1505192034981670918,2022-03-19 14:38:40+00:00,"b'Vikings\xe2\x80\x99 DE Danielle Hunter has an $18 million roster bonus due today and, barring an unforeseen change, Minnesota plans to pay it and tie the two-time Pro Bowl selection to its team for the remaining two years on his contract, per league source.'"
1505188779509825539,2022-03-19 14:25:44+00:00,b'RT @NFL345: Statement from NFL Commissioner Roger Goodell on the passing of John Clayton: https://t.co/xUOiO7MUFe https://t.co/YQ8jhxT05K'
1505178354361765888,2022-03-19 13:44:19+00:00,"b'Tests confirmed that LB David Ojabo tore his Achilles, per a Michigan source. Doctors expect a full and complete recovery.\n\nRams\xe2\x80\x99 RB Cam Akers tore his Achilles last summer and was back in about six months, and doctors expect Ojabo to be on the same timeline.'"
1505147167140425728,2022-03-19 11:40:23+00:00,"b'From one Hall-of-Famer to another, @mortreport\xe2\x80\x99s touching tribute to John Clayton: https://t.co/zrO7zkAONY'"
1505014130842943494,2022-03-19 02:51:45+00:00,b'\xe2\x80\x9cThe Professor\xe2\x80\x9d\xe2\x80\xa6.RIP. https://t.co/VOSZRURmaw'
1505003780735176706,2022-03-19 02:10:37+00:00,"b'John Clayton will be remembered in so many ways, from how he looked after his wife Pat, to the mark he made in reporting, to the standard he set. He dedicated his life to his wife and to football. He was a pioneer, a caretaker, a Hall of Famer and a slayer, in every sense. https://t.co/34rFeSjiEW'"
1505003581207896067,2022-03-19 02:09:50+00:00,b'RT @mortreport: John Clayton passed away today at a Seattle area hospital.  His wife Pat and sister Amy were at his side and communicated e\xe2\x80\xa6'
1504968818006933506,2022-03-18 23:51:41+00:00,"b'RT @toddarcher: The Cowboys have agreed to a deal with Dante Fowler, per sources. Reunites with Dan Quinn, who signed him in Atlanta in 202\xe2\x80\xa6'"
1504963852949204999,2022-03-18 23:31:58+00:00,b'Texans\xe2\x80\x99 statements on today\xe2\x80\x99s trade of Deshaun Watson: https://t.co/60py4fsKBH'
1504960053551505408,2022-03-18 23:16:52+00:00,"b""RT @FieldYates: Josh Johnson is signing with the Denver Broncos, making this the 14th different NFL franchise he's signed a contract with.\xe2\x80\xa6"""
1504959043353333760,2022-03-18 23:12:51+00:00,b'RT @DezBryant: I mean me and the football Gods are best friends'
1504956992594616327,2022-03-18 23:04:42+00:00,"b'Former Steelers\xe2\x80\x99 WR James Washington is going back to his home state of Texas and signing a one-year deal with the Dallas Cowboys, per his agents @DrewJRosenhaus and @RyanMatha.'"
1504948800770744332,2022-03-18 22:32:09+00:00,"b'LB Ezekiel Turner, a core special teamer for the Cardinals, is returning to Arizona on a one-year deal.'"
1504948274389790720,2022-03-18 22:30:03+00:00,"b'Strong safety Anthony Harris, the former Vikings\xe2\x80\x99 franchise player who spent last season with the Eagles, is returning to Philadelphia on a one-year deal, per source.'"
1504941854365786117,2022-03-18 22:04:33+00:00,"b'RT @BenStandig: Bills GM Brandon Beane, who has history with Rivera/Hurney, on losing McKissic to Wash: ""That was tough... His agent did a\xe2\x80\xa6'"
1504926739633479685,2022-03-18 21:04:29+00:00,b'Seahawks officially released linebacker Carlos Dunlap II and defensive end Kerry Hyder Jr.'
1504925726293770247,2022-03-18 21:00:27+00:00,b'Now official: the Green Bay Packers have traded WR Davante Adams to the Las Vegas Raiders for a first round pick (No. 22 overall) and a second round pick (No. 53 overall) in the 2022 NFL Draft.'
1504922902713536525,2022-03-18 20:49:14+00:00,"b'After today\xe2\x80\x99s trade, free-agent QB Jameis Winston now is expected to be back in play for the New Orleans Saints, per sources.'"
1504921099875856390,2022-03-18 20:42:04+00:00,"b'What is now thought to be the final compensation in today\xe2\x80\x99s seismic trade:\n\n\xf0\x9f\x8f\x88Browns get: Deshaun Watson and a 5th-round pick.\n\n\xf0\x9f\x8f\x88Texans get: three first-round picks, a third-round pick and a fourth-round pick. https://t.co/nOtoRVIlGp'"
1504920297698381834,2022-03-18 20:38:53+00:00,b'RT @Jake_Trotter: Most guaranteed money on a single contract in NFL history: \nDeshaun Watson $230 million \nAaron Rodgers: $150.7 million\nJo\xe2\x80\xa6'
1504917189295546369,2022-03-18 20:26:32+00:00,"b'Jimmy Haslam\xe2\x80\x99s 10 years as Browns\xe2\x80\x99 owner have been eventful with QBs that include: Johnny Manziel, Brian Hoyer, RG3, Brandon Weeden, Austin Davis, Josh McCown, DeShone Kizer, Kevin Hogan, Cody Kessler, Tyrod Taylor, Baker Mayfield and now, Deshaun Watson.'"
1504916199787933701,2022-03-18 20:22:36+00:00,b'JuJu to KC on this deal: https://t.co/uH9g7ZUAS5'
1504915658861166592,2022-03-18 20:20:27+00:00,b'JuJu Smith-Schuster announced he is going to Kansas City.'
1504915500559749126,2022-03-18 20:19:49+00:00,"b'Panthers are giving former Rams punter Johnny Hekker a 3 year, $7.6 million deal, including $5M fully guaranteed at signing, per source. https://t.co/LKRvbz26Qd'"
1504913817360379907,2022-03-18 20:13:08+00:00,b'And the Texans host the Browns this season.'
1504913728415969293,2022-03-18 20:12:47+00:00,b'Texans traded up with the Browns in the 2017 Draft to select Deshaun Watson 12th overall. Now it comes full circle.'
1504913452699160583,2022-03-18 20:11:41+00:00,b'Someone\xe2\x80\x99s happy: https://t.co/FjkRzU9Qni'
1504912778938695688,2022-03-18 20:09:01+00:00,"b'Browns and Texans still are finalizing official trade compensation for Deshaun Watson, but it is expected to include three first-round picks, a third-round pick and potentially a fifth-round pick, league sources tell ESPN.\n\nFive picks for Watson.'"
1504911016139841538,2022-03-18 20:02:00+00:00,"b'Every dollar of Deshaun Watson\xe2\x80\x99s new five-year, $230 million deal is guaranteed, per sources, setting a new record for the highest guarantee given to an NFL player. @Browns and Watson\xe2\x80\x99s agent @DavidMulugheta combine to make history.'"
1504909795492601861,2022-03-18 19:57:09+00:00,b'Baker Mayfield now will be able to get the trade he wants.'
1504908778071805952,2022-03-18 19:53:07+00:00,b'So much for these looks\xe2\x80\xa6.. https://t.co/agSu5csVs7'
1504908572941066240,2022-03-18 19:52:18+00:00,"b'Browns are giving Deshaun Watson a new deal, per sources. The $184M over the first four years of this contract is a $48M raise over the $136M he was scheduled to make over the same four years on the previous contract - a $12M a-year raise in that span.'"
1504908267474067461,2022-03-18 19:51:05+00:00,"b'In other news: former Rams\xe2\x80\x99 punter Johnny Hekker agreed to terms with the Panthers, per source.'"
1504907816594817027,2022-03-18 19:49:17+00:00,"b'RT @FieldYates: The AFC North will now feature Deshaun Watson, Joe Burrow and Lamar Jackson. All 26 years or younger.\n\nPotential for a deca\xe2\x80\xa6'"
1504907350133596166,2022-03-18 19:47:26+00:00,b'It is now up to the Texans and Browns to finalize a trade agreement for Deshaun Watson.'
1504907130477981699,2022-03-18 19:46:34+00:00,"b'Deshaun Watson has decided he wants to play for the Cleveland Browns in a stunning change of events, per sources. Watson has informed the Houston Texans that he now is willing to waive the no-trade clause in his contract to be dealt to Cleveland.'"
1504904448891666434,2022-03-18 19:35:55+00:00,"b'Former Colts\xe2\x80\x99 DE Al-Quadin Muhammad reached agreement on a two-year, $10 million deal, per source. Muhammad will reunite in Chicago with Bears\xe2\x80\x99 HC Matt Eberflus.'"
1504903344384626691,2022-03-18 19:31:31+00:00,"b'Seahawks are releasing DE Carlos Dunlap, per source.'"
1504899941386366976,2022-03-18 19:18:00+00:00,b'RT @The33rdTeamFB: Who Will The Top Available QBs Play for in 2022?\n\nDeshaun Watson\nMatt Ryan\nBaker Mayfield\nJimmy Garoppolo\nJameis Winston\xe2\x80\xa6'
1504898275853406215,2022-03-18 19:11:23+00:00,"b'Panthers are giving WR DJ Moore a three-year, $61.884 million extension in new money, per his agents @DrewJRosenhaus, @JasonRosenhaus and @NFLrecord. New money average per money is $20.628M. There is a full guarantee of $41.61M. He is tied to Carolina for four and $73 million.'"
1504861784863346707,2022-03-18 16:46:23+00:00,b'RT @BuffaloBills: We\xe2\x80\x99ve release DT Star Lotulelei. #BillsMafia'
1504859963251953665,2022-03-18 16:39:08+00:00,"b'RT @BussinWTB: Matt Ioannidis is signing with the Carolina Panthers, per source'"
